t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
5.081,0.952,-0.368,0.07,,,-99.0,-70.0
5.130856,0.972,-0.34,0.044,-102.0,,-98.0,-71.0
5.180904,0.914,-0.306,0.014,-102.0,,-98.0,-71.0
5.230952,0.944,-0.288,0.044,-102.0,,-98.0,-71.0
5.281,0.924,-0.26,0.024,-102.0,,-98.0,-71.0
5.331856,0.934,-0.264,-0.02,-98.0,,-100.0,-71.0
5.381904,0.96,-0.254,-0.048,-98.0,,-100.0,-71.0
5.431952,0.998,-0.282,-0.096,-98.0,,-100.0,-71.0
5.482,1.02,-0.288,-0.126,-98.0,,-100.0,-71.0
5.531856,0.974,-0.212,-0.158,-100.0,,-102.0,-72.0
5.581904,0.864,-0.026,-0.392,-100.0,,-102.0,-72.0
5.631952,0.934,-0.306,-0.144,-100.0,,-102.0,-72.0
5.682,0.89,-0.392,-0.04,-100.0,,-102.0,-72.0
5.731856,0.928,-0.114,0.096,-99.0,,-93.0,-72.0
5.781904,0.912,-0.36,-0.016,-99.0,,-93.0,-72.0
5.831952,0.92,-0.45,-0.046,-99.0,,-93.0,-72.0
5.882,0.92,-0.584,-0.064,-99.0,,-93.0,-72.0
5.931856,0.936,-0.426,-0.09,-86.0,,-90.0,-71.0
5.981904,0.992,-0.398,-0.112,-86.0,,-90.0,-71.0
6.031952,1.048,-0.4,-0.154,-86.0,,-90.0,-71.0
6.082,1.07,-0.254,-0.064,-86.0,,-90.0,-71.0
6.131856,0.936,-0.182,0.118,-85.0,,-90.0,-72.0
6.181904,0.966,-0.036,0.128,-85.0,,-90.0,-72.0
6.231952,1.02,-0.16,0.06,-85.0,,-90.0,-72.0
6.282,1.074,-0.23,0.068,-85.0,,-90.0,-72.0
6.332856,0.936,-0.26,0.1,-83.0,,-83.0,-73.0
6.382904,0.92,-0.288,0.118,-83.0,,-83.0,-73.0
6.432952,0.898,-0.276,0.066,-83.0,,-83.0,-73.0
6.483,0.93,-0.216,0.07,-83.0,,-83.0,-73.0
6.532856,0.942,-0.232,0.096,-79.0,,-82.0,-74.0
6.582904,0.928,-0.16,0.152,-79.0,,-82.0,-74.0
6.632952,0.898,-0.152,0.176,-79.0,,-82.0,-74.0
6.683,0.876,-0.216,0.19,-79.0,,-82.0,-74.0
6.732856,0.85,-0.33,0.152,-80.0,,-82.0,-76.0
6.782904,0.864,-0.376,0.168,-80.0,,-82.0,-76.0
6.832952,0.888,-0.354,0.206,-80.0,,-82.0,-76.0
6.883,0.966,-0.334,0.22,-80.0,,-82.0,-76.0
6.932856,1.0,-0.272,0.158,-77.0,,-80.0,-86.0
6.982904,1.078,-0.242,0.054,-77.0,,-80.0,-86.0
7.032952,1.03,-0.152,-0.062,-77.0,,-80.0,-86.0
7.083,0.866,-0.08,-0.02,-77.0,,-80.0,-86.0
7.132856,1.106,-0.144,-0.008,-81.0,,-84.0,-90.0
7.182904,0.99,-0.328,-0.136,-81.0,,-84.0,-90.0
7.232952,0.894,-0.344,-0.146,-81.0,,-84.0,-90.0
7.283,0.856,-0.288,-0.11,-81.0,,-84.0,-90.0
7.333856,0.95,-0.282,-0.1,-79.0,,-81.0,-82.0
7.383904,0.926,-0.308,-0.128,-79.0,,-81.0,-82.0
7.433952,0.914,-0.314,-0.122,-79.0,,-81.0,-82.0
7.484,0.92,-0.296,-0.108,-79.0,,-81.0,-82.0
7.533856,0.974,-0.292,-0.048,-78.0,,-81.0,-85.0
7.583904,0.984,-0.318,-0.05,-78.0,,-81.0,-85.0
7.633952,1.008,-0.324,0.056,-78.0,,-81.0,-85.0
7.684,0.982,-0.218,0.098,-78.0,,-81.0,-85.0
7.733856,0.914,-0.272,0.056,-82.0,,-82.0,-87.0
7.783904,0.948,-0.29,-0.008,-82.0,,-82.0,-87.0
7.833952,0.928,-0.262,-0.026,-82.0,,-82.0,-87.0
7.884,0.99,-0.226,0.04,-82.0,,-82.0,-87.0
7.933856,0.992,-0.17,0.096,-81.0,,-81.0,-86.0
7.983904,1.008,-0.098,0.11,-81.0,,-81.0,-86.0
8.033952,0.966,-0.186,0.134,-81.0,,-81.0,-86.0
8.084,0.94,-0.212,0.126,-81.0,,-81.0,-86.0
8.133856,0.92,-0.236,0.136,-79.0,,-81.0,-82.0
8.183904,0.93,-0.296,0.178,-79.0,,-81.0,-82.0
8.233952,0.902,-0.37,0.152,-79.0,,-81.0,-82.0
8.284,0.91,-0.29,0.144,-79.0,,-81.0,-82.0
8.334856,0.882,-0.208,0.156,-85.0,,-83.0,-87.0
8.384904,0.932,-0.248,0.206,-85.0,,-83.0,-87.0
8.434952,0.952,-0.328,0.188,-85.0,,-83.0,-87.0
8.485,0.974,-0.288,0.2,-85.0,,-83.0,-87.0
8.534856,1.03,-0.274,0.16,-80.0,,-82.0,-84.0
8.584904,1.008,-0.264,0.124,-80.0,,-82.0,-84.0
8.634952,0.962,-0.292,0.076,-80.0,,-82.0,-84.0
8.685,0.872,-0.266,0.048,-80.0,,-82.0,-84.0
8.734856,0.94,-0.314,0.016,-81.0,,-82.0,-91.0
8.784904,0.966,-0.222,-0.002,-81.0,,-82.0,-91.0
8.834952,0.934,-0.264,0.008,-81.0,,-82.0,-91.0
8.885,0.924,-0.232,0.034,-81.0,,-82.0,-91.0
8.934856,0.966,-0.16,0.112,-83.0,,-81.0,-82.0
8.984904,0.976,-0.272,0.07,-83.0,,-81.0,-82.0
9.034952,0.96,-0.37,0.028,-83.0,,-81.0,-82.0
9.085,0.934,-0.368,0.036,-83.0,,-81.0,-82.0
9.134856,0.936,-0.32,0.022,-84.0,,-81.0,-78.0
9.184904,0.952,-0.354,0.038,-84.0,,-81.0,-78.0
9.234952,0.952,-0.32,0.04,-84.0,,-81.0,-78.0
9.285,0.934,-0.312,0.05,-84.0,,-81.0,-78.0
9.334856,0.944,-0.306,0.008,-84.0,,-80.0,-77.0
9.384904,0.94,-0.304,0.044,-84.0,,-80.0,-77.0
9.434952,0.946,-0.306,0.03,-84.0,,-80.0,-77.0
9.485,0.944,-0.306,0.04,-84.0,,-80.0,-77.0
9.535856,0.942,-0.298,0.046,-83.0,,-80.0,-78.0
9.585904,0.942,-0.288,0.044,-83.0,,-80.0,-78.0
9.635952,0.936,-0.322,0.064,-83.0,,-80.0,-78.0
9.686,0.94,-0.288,0.064,-83.0,,-80.0,-78.0
9.735856,0.928,-0.306,0.072,-83.0,,-81.0,-78.0
9.785904,0.934,-0.286,0.062,-83.0,,-81.0,-78.0
9.835952,0.936,-0.292,0.076,-83.0,,-81.0,-78.0
9.886,0.944,-0.272,0.084,-83.0,,-81.0,-78.0
9.935856,0.95,-0.296,0.088,-82.0,,,-78.0
9.985904,0.928,-0.256,0.088,-82.0,,,-78.0
10.035952,0.926,-0.28,0.08,-82.0,,,-78.0
10.086,0.938,-0.264,0.072,-82.0,,,-78.0
10.135856,0.942,-0.274,0.086,-82.0,,-81.0,-79.0
10.185904,0.936,-0.286,0.082,-82.0,,-81.0,-79.0
10.235952,0.958,-0.286,0.098,-82.0,,-81.0,-79.0
10.286,0.952,-0.282,0.094,-82.0,,-81.0,-79.0
10.335856,0.952,-0.264,0.072,-83.0,,-81.0,-79.0
10.385904,0.928,-0.27,0.072,-83.0,,-81.0,-79.0
10.435952,0.942,-0.272,0.082,-83.0,,-81.0,-79.0
10.486,0.944,-0.286,0.104,-83.0,,-81.0,-79.0
10.536856,0.958,-0.226,0.062,-83.0,,-81.0,-79.0
10.586904,0.958,-0.282,0.086,-83.0,,-81.0,-79.0
10.636952,0.952,-0.306,0.088,-83.0,,-81.0,-79.0
10.687,0.942,-0.306,0.094,-83.0,,-81.0,-79.0
10.736856,0.948,-0.304,0.12,-83.0,,-81.0,-79.0
10.786904,0.944,-0.298,0.112,-83.0,,-81.0,-79.0
10.836952,0.952,-0.328,0.064,-83.0,,-81.0,-79.0
10.887,0.92,-0.328,0.076,-83.0,,-81.0,-79.0
10.936856,0.944,-0.218,0.048,-82.0,,-81.0,-80.0
10.986904,0.944,-0.356,0.084,-82.0,,-81.0,-80.0
11.036952,0.946,-0.286,0.108,-82.0,,-81.0,-80.0
11.087,0.95,-0.28,0.114,-82.0,,-81.0,-80.0
11.136856,0.962,-0.29,0.12,-81.0,,-81.0,-80.0
11.186904,0.94,-0.288,0.088,-81.0,,-81.0,-80.0
11.236952,0.92,-0.334,0.024,-81.0,,-81.0,-80.0
11.287,0.92,-0.334,0.072,-81.0,,-81.0,-80.0
11.336856,0.934,-0.292,0.086,-81.0,,-81.0,-81.0
11.386904,0.934,-0.328,0.092,-81.0,,-81.0,-81.0
11.436952,0.93,-0.32,0.088,-81.0,,-81.0,-81.0
11.487,0.93,-0.378,0.104,-81.0,,-81.0,-81.0
11.537856,0.944,-0.282,0.128,-81.0,,-82.0,-84.0
11.587904,0.93,-0.302,0.1,-81.0,,-82.0,-84.0
11.637952,0.96,-0.308,0.12,-81.0,,-82.0,-84.0
11.688,0.944,-0.306,0.12,-81.0,,-82.0,-84.0
11.737856,0.92,-0.218,0.102,-81.0,,-82.0,-86.0
11.787904,0.914,-0.302,0.088,-81.0,,-82.0,-86.0
11.837952,0.918,-0.288,0.08,-81.0,,-82.0,-86.0
11.888,0.94,-0.306,0.104,-81.0,,-82.0,-86.0
11.937856,0.944,-0.328,0.112,-81.0,,-81.0,-86.0
11.987904,0.942,-0.29,0.104,-81.0,,-81.0,-86.0
12.037952,0.95,-0.324,0.11,-81.0,,-81.0,-86.0
12.088,0.914,-0.352,0.088,-81.0,,-81.0,-86.0
12.137856,0.94,-0.216,0.142,-80.0,,-82.0,-85.0
12.187904,0.93,-0.32,0.12,-80.0,,-82.0,-85.0
12.237952,0.928,-0.354,0.112,-80.0,,-82.0,-85.0
12.288,0.944,-0.34,0.12,-80.0,,-82.0,-85.0
12.337856,0.934,-0.328,0.104,-86.0,,-81.0,-86.0
12.387904,0.926,-0.376,0.098,-86.0,,-81.0,-86.0
12.437952,0.944,-0.28,0.146,-86.0,,-81.0,-86.0
12.488,0.926,-0.292,0.12,-86.0,,-81.0,-86.0
12.538856,0.934,-0.308,0.11,-81.0,,-82.0,-84.0
12.588904,0.912,-0.304,0.096,-81.0,,-82.0,-84.0
12.638952,0.94,-0.288,0.088,-81.0,,-82.0,-84.0
12.689,0.952,-0.314,0.088,-81.0,,-82.0,-84.0
12.738856,0.94,-0.298,0.11,-81.0,,-83.0,-81.0
12.788904,0.934,-0.318,0.104,-81.0,,-83.0,-81.0
12.838952,0.93,-0.32,0.128,-81.0,,-83.0,-81.0
12.889,0.928,-0.33,0.102,-81.0,,-83.0,-81.0
12.938856,0.94,-0.324,0.102,-80.0,,-82.0,-82.0
12.988904,0.94,-0.336,0.114,-80.0,,-82.0,-82.0
13.038952,0.926,-0.324,0.104,-80.0,,-82.0,-82.0
13.089,0.92,-0.33,0.096,-80.0,,-82.0,-82.0
13.138856,0.942,-0.312,0.104,-80.0,,-84.0,-83.0
13.188904,0.928,-0.322,0.118,-80.0,,-84.0,-83.0
13.238952,0.942,-0.328,0.128,-80.0,,-84.0,-83.0
13.289,0.926,-0.334,0.12,-80.0,,-84.0,-83.0
13.338856,0.926,-0.35,0.118,-80.0,,-81.0,-84.0
13.388904,0.92,-0.336,0.102,-80.0,,-81.0,-84.0
13.438952,0.924,-0.32,0.096,-80.0,,-81.0,-84.0
13.489,0.926,-0.336,0.118,-80.0,,-81.0,-84.0
13.539856,0.928,-0.336,0.11,-80.0,,-82.0,-85.0
13.589904,0.93,-0.338,0.12,-80.0,,-82.0,-85.0
13.639952,0.93,-0.336,0.12,-80.0,,-82.0,-85.0
13.69,0.936,-0.344,0.118,-80.0,,-82.0,-85.0
13.739856,0.928,-0.338,0.114,-91.0,,-84.0,-84.0
13.789904,0.92,-0.328,0.088,-91.0,,-84.0,-84.0
13.839952,0.93,-0.328,0.088,-91.0,,-84.0,-84.0
13.89,0.926,-0.334,0.104,-91.0,,-84.0,-84.0
13.939856,0.936,-0.336,0.104,-80.0,,-81.0,-83.0
13.989904,0.92,-0.324,0.12,-80.0,,-81.0,-83.0
14.039952,0.92,-0.336,0.112,-80.0,,-81.0,-83.0
14.09,0.94,-0.338,0.12,-80.0,,-81.0,-83.0
14.139856,0.924,-0.322,0.108,-81.0,,-81.0,-85.0
14.189904,0.936,-0.328,0.118,-81.0,,-81.0,-85.0
14.239952,0.936,-0.334,0.104,-81.0,,-81.0,-85.0
14.29,0.934,-0.332,0.098,-81.0,,-81.0,-85.0
14.339856,0.936,-0.328,0.096,-86.0,,-81.0,-86.0
14.389904,0.924,-0.336,0.108,-86.0,,-81.0,-86.0
14.439952,0.934,-0.328,0.1,-86.0,,-81.0,-86.0
14.49,0.926,-0.328,0.108,-86.0,,-81.0,-86.0
14.539856,0.918,-0.338,0.114,-80.0,,-81.0,-86.0
14.589904,0.926,-0.34,0.112,-80.0,,-81.0,-86.0
14.639952,0.93,-0.328,0.108,-80.0,,-81.0,-86.0
14.69,0.934,-0.314,0.116,-80.0,,-81.0,-86.0
14.740856,0.934,-0.328,0.12,-80.0,,-81.0,-86.0
14.790904,0.926,-0.346,0.126,-80.0,,-81.0,-86.0
14.840952,0.93,-0.338,0.108,-80.0,,-81.0,-86.0
14.891,0.928,-0.336,0.108,-80.0,,-81.0,-86.0
14.940856,0.934,-0.328,0.11,-80.0,,-81.0,-86.0
14.990904,0.924,-0.322,0.112,-80.0,,-81.0,-86.0
15.040952,0.934,-0.32,0.108,-80.0,,-81.0,-86.0
15.091,0.934,-0.314,0.102,-80.0,,-81.0,-86.0
15.140856,0.94,-0.314,0.104,-81.0,,-82.0,-87.0
15.190904,0.934,-0.322,0.112,-81.0,,-82.0,-87.0
15.240952,0.934,-0.334,0.102,-81.0,,-82.0,-87.0
15.291,0.95,-0.336,0.094,-81.0,,-82.0,-87.0
15.340856,0.942,-0.338,0.106,-80.0,,-81.0,-86.0
15.390904,0.924,-0.338,0.102,-80.0,,-81.0,-86.0
15.440952,0.934,-0.338,0.088,-80.0,,-81.0,-86.0
15.491,0.924,-0.32,0.108,-80.0,,-81.0,-86.0
15.540856,0.93,-0.346,0.096,-80.0,,-81.0,-85.0
15.590904,0.926,-0.344,0.102,-80.0,,-81.0,-85.0
15.640952,0.924,-0.346,0.108,-80.0,,-81.0,-85.0
15.691,0.928,-0.36,0.096,-80.0,,-81.0,-85.0
15.741856,0.94,-0.352,0.076,-80.0,,-85.0,-86.0
15.791904,0.888,-0.38,0.082,-80.0,,-85.0,-86.0
15.841952,0.91,-0.386,0.072,-80.0,,-85.0,-86.0
15.892,0.888,-0.36,0.064,-80.0,,-85.0,-86.0
15.941856,0.894,-0.35,0.046,-79.0,,-85.0,-84.0
15.991904,0.898,-0.32,0.038,-79.0,,-85.0,-84.0
16.041952,0.898,-0.336,0.008,-79.0,,-85.0,-84.0
16.092,0.898,-0.328,-0.002,-79.0,,-85.0,-84.0
16.141856,0.912,-0.32,0.002,-76.0,,-78.0,-79.0
16.191904,0.956,-0.322,0.03,-76.0,,-78.0,-79.0
16.241952,1.154,-0.376,0.024,-76.0,,-78.0,-79.0
16.292,0.992,-0.174,0.208,-76.0,,-78.0,-79.0
16.341856,0.906,-0.136,0.294,-77.0,,-76.0,-87.0
16.391904,0.824,-0.282,0.05,-77.0,,-76.0,-87.0
16.441952,0.892,-0.228,-0.056,-77.0,,-76.0,-87.0
16.492,1.036,-0.378,-0.12,-77.0,,-76.0,-87.0
16.541856,0.8,-0.41,-0.114,-77.0,,-75.0,-85.0
16.591904,1.104,-0.594,-0.144,-77.0,,-75.0,-85.0
16.641952,0.902,-0.388,-0.22,-77.0,,-75.0,-85.0
16.692,0.814,-0.282,-0.132,-77.0,,-75.0,-85.0
16.742856,0.798,-0.392,-0.084,-79.0,,-77.0,-82.0
16.792904,0.818,-0.468,-0.096,-79.0,,-77.0,-82.0
16.842952,0.77,-0.456,-0.144,-79.0,,-77.0,-82.0
16.893,0.768,-0.398,-0.144,-79.0,,-77.0,-82.0
16.942856,0.856,-0.44,-0.132,-86.0,,-73.0,-79.0
16.992904,0.982,-0.44,-0.144,-86.0,,-73.0,-79.0
17.042952,1.176,-0.424,-0.138,-86.0,,-73.0,-79.0
17.093,1.08,-0.346,0.03,-86.0,,-73.0,-79.0
17.142856,0.98,-0.182,0.174,-84.0,,-73.0,-83.0
17.192904,1.216,-0.062,0.27,-84.0,,-73.0,-83.0
17.242952,1.036,-0.026,0.208,-84.0,,-73.0,-83.0
17.293,0.832,-0.154,0.03,-84.0,,-73.0,-83.0
17.342856,0.782,-0.178,0.024,-86.0,,-74.0,-91.0
17.392904,0.752,-0.31,0.056,-86.0,,-74.0,-91.0
17.442952,0.816,-0.372,0.096,-86.0,,-74.0,-91.0
17.493,0.744,-0.468,0.15,-86.0,,-74.0,-91.0
17.542856,0.83,-0.452,0.216,-82.0,,-77.0,-83.0
17.592904,0.91,-0.672,0.092,-82.0,,-77.0,-83.0
17.642952,0.908,-0.714,0.126,-82.0,,-77.0,-83.0
17.693,1.126,-0.642,0.104,-82.0,,-77.0,-83.0
17.743856,1.054,-0.6,-0.048,-86.0,,-91.0,-78.0
17.793904,1.022,-0.352,-0.036,-86.0,,-91.0,-78.0
17.843952,1.022,-0.456,-0.042,-86.0,,-91.0,-78.0
17.894,0.854,-0.526,-0.062,-86.0,,-91.0,-78.0
17.943856,0.728,-0.414,-0.04,-89.0,,-79.0,-80.0
17.993904,0.684,-0.392,-0.016,-89.0,,-79.0,-80.0
18.043952,0.694,-0.378,0.022,-89.0,,-79.0,-80.0
18.094,0.664,-0.352,0.066,-89.0,,-79.0,-80.0
18.143856,0.716,-0.392,0.096,-92.0,,-83.0,-76.0
18.193904,0.83,-0.432,0.12,-92.0,,-83.0,-76.0
18.243952,0.92,-0.434,0.156,-92.0,,-83.0,-76.0
18.294,1.056,-0.386,0.152,-92.0,,-83.0,-76.0
18.343856,1.328,-0.452,0.152,-92.0,,-79.0,-86.0
18.393904,1.032,-0.25,0.172,-92.0,,-79.0,-86.0
18.443952,1.182,-0.346,0.152,-92.0,,-79.0,-86.0
18.494,0.952,-0.058,0.204,-92.0,,-79.0,-86.0
18.543856,0.724,-0.478,0.198,-90.0,,-84.0,-79.0
18.593904,0.688,-0.372,0.176,-90.0,,-84.0,-79.0
18.643952,0.72,-0.41,0.112,-90.0,,-84.0,-79.0
18.694,0.754,-0.29,0.142,-90.0,,-84.0,-79.0
18.744856,0.79,-0.376,0.46,-83.0,,-81.0,-81.0
18.794904,0.8,-0.536,0.552,-83.0,,-81.0,-81.0
18.844952,0.904,-0.57,0.42,-83.0,,-81.0,-81.0
18.895,0.902,-0.64,0.412,-83.0,,-81.0,-81.0
18.944856,1.166,-0.462,0.24,-95.0,,-77.0,-90.0
18.994904,1.256,-0.392,0.166,-95.0,,-77.0,-90.0
19.044952,1.212,-0.28,0.252,-95.0,,-77.0,-90.0
19.095,0.994,-0.308,0.124,-95.0,,-77.0,-90.0
19.144856,0.914,-0.28,0.072,-94.0,,-80.0,-89.0
19.194904,0.926,-0.37,0.038,-94.0,,-80.0,-89.0
19.244952,0.864,-0.37,0.07,-94.0,,-80.0,-89.0
19.295,0.784,-0.36,0.09,-94.0,,-80.0,-89.0
19.344856,0.726,-0.43,0.102,-90.0,,-92.0,-90.0
19.394904,0.702,-0.616,0.15,-90.0,,-92.0,-90.0
19.444952,0.726,-0.654,0.296,-90.0,,-92.0,-90.0
19.495,0.786,-0.564,0.38,-90.0,,-92.0,-90.0
19.544856,0.784,-0.498,0.38,,,-75.0,-93.0
19.594904,0.854,-0.49,0.348,,,-75.0,-93.0
19.644952,0.934,-0.418,0.278,,,-75.0,-93.0
19.695,0.932,-0.354,0.208,,,-75.0,-93.0
19.744856,1.096,-0.388,0.192,,,-74.0,-98.0
19.794904,1.072,-0.424,0.16,,,-74.0,-98.0
19.844952,0.856,-0.336,0.172,,,-74.0,-98.0
19.895,0.728,-0.308,0.152,,,-74.0,-98.0
20.145856,0.926,-0.424,0.184,-81.0,,-74.0,-85.0
20.195904,0.902,-0.386,0.274,-81.0,,-74.0,-85.0
20.245952,1.046,-0.488,0.224,-81.0,,-74.0,-85.0
20.296,1.046,-0.56,0.284,-81.0,,-74.0,-85.0
20.345856,0.926,-0.404,0.216,-85.0,,-70.0,-79.0
20.395904,1.094,-0.462,0.206,-85.0,,-70.0,-79.0
20.445952,1.052,-0.482,0.176,-85.0,,-70.0,-79.0
20.496,1.04,-0.488,0.1,-85.0,,-70.0,-79.0
20.545856,1.022,-0.392,0.016,-74.0,,-70.0,-90.0
20.595904,1.052,-0.244,-0.02,-74.0,,-70.0,-90.0
20.645952,0.934,-0.178,-0.08,-74.0,,-70.0,-90.0
20.696,0.888,-0.148,-0.12,-74.0,,-70.0,-90.0
20.745856,0.902,-0.182,-0.128,-70.0,,-66.0,-90.0
20.795904,0.866,-0.296,-0.144,-70.0,,-66.0,-90.0
20.845952,0.766,-0.354,-0.132,-70.0,,-66.0,-90.0
