t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
2.496,-0.602,0.672,0.286,-77.0,,-75.0,-78.0
2.545856,-0.602,0.706,0.294,-77.0,,-75.0,-77.0
2.595904,-0.618,0.706,0.304,-77.0,,-75.0,-77.0
2.645952,-0.61,0.704,0.294,-77.0,,-75.0,-77.0
2.696,-0.612,0.706,0.3,-77.0,,-75.0,-77.0
2.746856,-0.608,0.704,0.3,-85.0,,-75.0,-76.0
2.796904,-0.612,0.712,0.29,-85.0,,-75.0,-76.0
2.846952,-0.602,0.696,0.296,-85.0,,-75.0,-76.0
2.897,-0.622,0.704,0.3,-85.0,,-75.0,-76.0
2.946856,-0.608,0.694,0.28,-86.0,,-75.0,-76.0
2.996904,-0.606,0.696,0.284,-86.0,,-75.0,-76.0
3.046952,-0.616,0.678,0.284,-86.0,,-75.0,-76.0
3.097,-0.648,0.638,0.272,-86.0,,-75.0,-76.0
3.146856,-0.638,0.668,0.24,-84.0,,-78.0,-82.0
3.196904,-0.68,0.672,0.258,-84.0,,-78.0,-82.0
3.246952,-0.706,0.648,0.268,-84.0,,-78.0,-82.0
3.297,-0.72,0.652,0.284,-84.0,,-78.0,-82.0
3.346856,-0.74,0.624,0.248,-85.0,,-80.0,-78.0
3.396904,-0.784,0.6,0.188,-85.0,,-80.0,-78.0
3.446952,-0.784,0.642,0.156,-85.0,,-80.0,-78.0
3.497,-0.778,0.642,0.12,-85.0,,-80.0,-78.0
3.546856,-0.754,0.688,0.112,-79.0,,-76.0,-81.0
3.596904,-0.698,0.652,0.078,-79.0,,-76.0,-81.0
3.646952,-0.656,0.716,0.048,-79.0,,-76.0,-81.0
3.697,-0.592,0.68,0.062,-79.0,,-76.0,-81.0
3.746856,-0.528,0.646,0.112,-77.0,,-88.0,-81.0
3.796904,-0.51,0.72,0.158,-77.0,,-88.0,-81.0
3.846952,-0.52,0.694,0.208,-77.0,,-88.0,-81.0
3.897,-0.714,0.492,0.518,-77.0,,-88.0,-81.0
3.947856,-0.962,0.68,0.534,-78.0,,-84.0,-78.0
3.997904,-0.8,0.572,0.382,-78.0,,-84.0,-78.0
4.047952,-0.824,0.642,0.358,-78.0,,-84.0,-78.0
4.098,-0.686,0.478,0.364,-78.0,,-84.0,-78.0
4.147856,-0.58,0.418,0.334,-80.0,,-84.0,-78.0
4.197904,-0.592,0.472,0.276,-80.0,,-84.0,-78.0
4.247952,-0.638,0.472,0.248,-80.0,,-84.0,-78.0
4.298,-0.774,0.414,0.294,-80.0,,-84.0,-78.0
4.347856,-0.9,0.414,0.358,-81.0,,-81.0,-75.0
4.397904,-0.994,0.414,0.312,-81.0,,-81.0,-75.0
4.447952,-1.154,0.286,0.22,-81.0,,-81.0,-75.0
4.498,-1.21,0.542,-0.194,-81.0,,-81.0,-75.0
4.547856,-0.744,0.47,-0.128,-79.0,,-81.0,-79.0
4.597904,-0.68,0.414,-0.186,-79.0,,-81.0,-79.0
4.647952,-0.672,0.568,-0.252,-79.0,,-81.0,-79.0
4.698,-0.76,0.46,-0.3,-79.0,,-81.0,-79.0
4.747856,-0.842,0.322,-0.272,-77.0,,-76.0,-79.0
4.797904,-0.894,0.47,-0.192,-77.0,,-76.0,-79.0
4.847952,-0.872,0.542,-0.208,-77.0,,-76.0,-79.0
4.898,-0.866,0.636,-0.098,-77.0,,-76.0,-79.0
4.948856,-1.104,0.558,0.07,-81.0,,-79.0,-75.0
4.998904,-0.922,0.262,-0.016,-81.0,,-79.0,-75.0
5.048952,-0.666,0.544,0.088,-81.0,,-79.0,-75.0
5.099,-0.686,0.546,0.248,-81.0,,-79.0,-75.0
5.148856,-0.738,0.624,0.232,-78.0,,-81.0,-78.0
5.198904,-0.56,0.59,0.224,-78.0,,-81.0,-78.0
5.248952,-0.5,0.572,0.338,-78.0,,-81.0,-78.0
5.299,-0.61,0.67,0.456,-78.0,,-81.0,-78.0
5.348856,-0.8,0.848,0.462,-76.0,,-79.0,-78.0
5.398904,-1.018,0.956,0.3,-76.0,,-79.0,-78.0
5.448952,-1.016,0.74,0.188,-76.0,,-79.0,-78.0
5.499,-1.012,0.792,0.272,-76.0,,-79.0,-78.0
5.548856,-0.948,0.422,0.126,-78.0,,-75.0,-80.0
5.598904,-0.474,0.414,-0.106,-78.0,,-75.0,-80.0
5.648952,-0.302,0.498,-0.104,-78.0,,-75.0,-80.0
5.699,-0.17,0.88,-0.426,-78.0,,-75.0,-80.0
5.748856,-0.048,1.032,-0.514,-76.0,,-76.0,-78.0
5.798904,-0.36,0.56,-0.392,-76.0,,-76.0,-78.0
5.848952,-0.464,0.684,0.054,-76.0,,-76.0,-78.0
5.899,-0.592,0.696,0.624,-76.0,,-76.0,-78.0
5.949856,-0.72,0.872,0.808,-77.0,,-75.0,-80.0
5.999904,-0.526,0.846,0.67,-77.0,,-75.0,-80.0
6.049952,-0.456,0.696,0.482,-77.0,,-75.0,-80.0
6.1,-0.186,0.942,0.632,-77.0,,-75.0,-80.0
6.149856,-0.122,0.636,0.576,-72.0,,-74.0,-80.0
6.199904,-0.354,0.748,0.626,-72.0,,-74.0,-80.0
6.249952,-0.444,0.688,0.688,-72.0,,-74.0,-80.0
6.3,-0.568,0.566,0.264,-72.0,,-74.0,-80.0
6.349856,-0.378,0.718,0.184,-74.0,,-75.0,-85.0
6.399904,-0.474,1.528,0.328,-74.0,,-75.0,-85.0
6.449952,-0.602,0.67,0.576,-74.0,,-75.0,-85.0
6.5,-0.458,0.848,0.438,-74.0,,-75.0,-85.0
6.549856,-0.34,0.928,-0.034,-75.0,,-77.0,-86.0
6.599904,-0.312,0.956,-0.05,-75.0,,-77.0,-86.0
6.649952,-0.292,1.058,0.062,-75.0,,-77.0,-86.0
6.7,-0.298,0.824,0.098,-75.0,,-77.0,-86.0
6.749856,-0.266,0.718,0.032,-73.0,,-77.0,-81.0
6.799904,-0.336,0.998,-0.008,-73.0,,-77.0,-81.0
6.849952,-0.408,0.86,0.1,-73.0,,-77.0,-81.0
6.9,-0.45,0.706,0.27,-73.0,,-77.0,-81.0
6.950856,-0.482,0.636,0.248,-73.0,,-75.0,-79.0
7.000904,-0.538,0.998,0.112,-73.0,,-75.0,-79.0
7.050952,-0.504,1.122,0.064,-73.0,,-75.0,-79.0
7.101,-0.356,1.066,0.12,-73.0,,-75.0,-79.0
7.150856,-0.36,0.716,0.318,-72.0,,-75.0,-79.0
7.200904,-0.452,0.734,0.388,-72.0,,-75.0,-79.0
7.250952,-0.324,0.816,0.294,-72.0,,-75.0,-79.0
7.301,-0.19,0.83,0.28,-72.0,,-75.0,-79.0
7.350856,-0.09,0.71,0.242,-73.0,,-74.0,-80.0
7.400904,0.076,0.898,0.254,-73.0,,-74.0,-80.0
7.450952,-0.08,0.95,0.196,-73.0,,-74.0,-80.0
7.501,-0.312,1.014,0.36,-73.0,,-74.0,-80.0
7.550856,-0.386,0.936,0.466,-74.0,,-74.0,-79.0
7.600904,-0.318,0.84,0.374,-74.0,,-74.0,-79.0
7.650952,-0.208,0.908,0.332,-74.0,,-74.0,-79.0
7.701,-0.172,0.94,0.312,-74.0,,-74.0,-79.0
7.750856,-0.164,0.96,0.302,-74.0,,-73.0,-80.0
7.800904,-0.21,0.95,0.304,-74.0,,-73.0,-80.0
7.850952,-0.266,0.936,0.302,-74.0,,-73.0,-80.0
7.901,-0.298,0.926,0.312,-74.0,,-73.0,-80.0
7.951856,-0.286,0.894,0.326,-74.0,,-73.0,-78.0
8.001904,-0.228,0.8,0.352,-74.0,,-73.0,-78.0
8.051952,-0.19,0.862,0.328,-74.0,,-73.0,-78.0
8.102,-0.21,0.898,0.304,-74.0,,-73.0,-78.0
8.151856,-0.218,0.92,0.304,-76.0,,-73.0,-78.0
8.201904,-0.232,1.0,0.332,-76.0,,-73.0,-78.0
8.251952,-0.264,0.876,0.296,-76.0,,-73.0,-78.0
8.302,-0.288,0.862,0.312,-76.0,,-73.0,-78.0
8.351856,-0.29,0.87,0.306,-73.0,,-73.0,-79.0
8.401904,-0.26,0.926,0.286,-73.0,,-73.0,-79.0
8.451952,-0.24,0.926,0.27,-73.0,,-73.0,-79.0
8.502,-0.292,0.888,0.242,-73.0,,-73.0,-79.0
8.551856,-0.288,0.91,0.232,-74.0,,-73.0,-78.0
8.601904,-0.288,0.908,0.268,-74.0,,-73.0,-78.0
8.651952,-0.296,0.908,0.286,-74.0,,-73.0,-78.0
8.702,-0.29,0.902,0.294,-74.0,,-73.0,-78.0
8.751856,-0.262,0.908,0.294,-74.0,,-73.0,-78.0
8.801904,-0.274,0.888,0.28,-74.0,,-73.0,-78.0
8.851952,-0.288,0.902,0.28,-74.0,,-73.0,-78.0
8.902,-0.288,0.882,0.254,-74.0,,-73.0,-78.0
8.951856,-0.276,0.888,0.27,-74.0,,-73.0,-78.0
9.001904,-0.25,0.912,0.288,-74.0,,-73.0,-78.0
9.051952,-0.228,0.908,0.294,-74.0,,-73.0,-78.0
9.102,-0.232,0.824,0.296,-74.0,,-73.0,-78.0
9.152856,-0.286,0.992,0.318,-76.0,,-77.0,-79.0
9.202904,-0.286,0.866,0.242,-76.0,,-77.0,-79.0
9.252952,-0.28,0.846,0.28,-76.0,,-77.0,-79.0
9.303,-0.25,0.92,0.28,-76.0,,-77.0,-79.0
9.352856,-0.264,0.902,0.284,-74.0,,-73.0,-84.0
9.402904,-0.25,0.902,0.294,-74.0,,-73.0,-84.0
9.452952,-0.234,0.894,0.31,-74.0,,-73.0,-84.0
9.503,-0.25,0.908,0.308,-74.0,,-73.0,-84.0
9.552856,-0.26,0.902,0.29,-76.0,,-77.0,-78.0
9.602904,-0.256,0.888,0.3,-76.0,,-77.0,-78.0
9.652952,-0.25,0.888,0.304,-76.0,,-77.0,-78.0
9.703,-0.26,0.904,0.296,-76.0,,-77.0,-78.0
9.752856,-0.27,0.892,0.3,-74.0,,-73.0,-77.0
9.802904,-0.26,0.896,0.294,-74.0,,-73.0,-77.0
9.852952,-0.26,0.902,0.288,-74.0,,-73.0,-77.0
9.903,-0.28,0.9,0.286,-74.0,,-73.0,-77.0
9.952856,-0.276,0.882,0.29,-74.0,,-73.0,-77.0
10.002904,-0.274,0.91,0.294,-74.0,,-73.0,-77.0
10.052952,-0.27,0.898,0.284,-74.0,,-73.0,-77.0
10.103,-0.272,0.896,0.29,-74.0,,-73.0,-77.0
10.153856,-0.286,0.872,0.28,-73.0,,-71.0,-78.0
10.203904,-0.27,0.892,0.27,-73.0,,-71.0,-78.0
10.253952,-0.248,0.91,0.284,-73.0,,-71.0,-78.0
10.304,-0.218,0.878,0.308,-73.0,,-71.0,-78.0
10.353856,-0.18,0.926,0.312,-74.0,,-71.0,-80.0
10.403904,-0.148,0.99,0.326,-74.0,,-71.0,-80.0
10.453952,-0.184,0.94,0.3,-74.0,,-71.0,-80.0
10.504,-0.24,0.908,0.28,-74.0,,-71.0,-80.0
10.553856,-0.27,0.896,0.232,-75.0,,-71.0,-79.0
10.603904,-0.27,0.894,0.206,-75.0,,-71.0,-79.0
10.653952,-0.286,0.908,0.206,-75.0,,-71.0,-79.0
10.704,-0.314,0.902,0.232,-75.0,,-71.0,-79.0
10.753856,-0.322,0.896,0.238,-77.0,,-71.0,-79.0
10.803904,-0.298,0.896,0.264,-77.0,,-71.0,-79.0
10.853952,-0.288,0.894,0.232,-77.0,,-71.0,-79.0
10.904,-0.272,0.904,0.232,-77.0,,-71.0,-79.0
10.953856,-0.302,0.908,0.232,-76.0,,-71.0,-78.0
11.003904,-0.276,0.908,0.248,-76.0,,-71.0,-78.0
11.053952,-0.272,0.91,0.254,-76.0,,-71.0,-78.0
11.104,-0.25,0.902,0.254,-76.0,,-71.0,-78.0
11.154856,-0.254,0.908,0.238,-77.0,,-71.0,-79.0
11.204904,-0.244,0.908,0.24,-77.0,,-71.0,-79.0
11.254952,-0.248,0.908,0.254,-77.0,,-71.0,-79.0
11.305,-0.25,0.924,0.27,-77.0,,-71.0,-79.0
11.354856,-0.238,0.92,0.252,-76.0,,-71.0,-79.0
11.404904,-0.238,0.926,0.254,-76.0,,-71.0,-79.0
11.454952,-0.228,0.918,0.248,-76.0,,-71.0,-79.0
11.505,-0.244,0.91,0.252,-76.0,,-71.0,-79.0
11.554856,-0.242,0.908,0.248,-77.0,,-71.0,-81.0
11.604904,-0.244,0.918,0.254,-77.0,,-71.0,-81.0
11.654952,-0.242,0.912,0.264,-77.0,,-71.0,-81.0
11.705,-0.228,0.92,0.232,-77.0,,-71.0,-81.0
11.754856,-0.226,0.904,0.262,-77.0,,-71.0,-80.0
11.804904,-0.238,0.91,0.248,-77.0,,-71.0,-80.0
11.854952,-0.248,0.91,0.24,-77.0,,-71.0,-80.0
11.905,-0.238,0.91,0.264,-77.0,,-71.0,-80.0
11.954856,-0.242,0.924,0.248,-76.0,,-71.0,-79.0
12.004904,-0.25,0.912,0.262,-76.0,,-71.0,-79.0
12.054952,-0.238,0.91,0.264,-76.0,,-71.0,-79.0
12.105,-0.25,0.904,0.252,-76.0,,-71.0,-79.0
12.155856,-0.25,0.918,0.254,-76.0,,-72.0,-79.0
12.205904,-0.244,0.918,0.242,-76.0,,-72.0,-79.0
12.255952,-0.242,0.914,0.262,-76.0,,-72.0,-79.0
12.306,-0.242,0.918,0.248,-76.0,,-72.0,-79.0
12.355856,-0.242,0.92,0.246,-76.0,,-71.0,-79.0
12.405904,-0.254,0.896,0.248,-76.0,,-71.0,-79.0
12.455952,-0.24,0.91,0.254,-76.0,,-71.0,-79.0
12.506,-0.242,0.902,0.254,-76.0,,-71.0,-79.0
12.555856,-0.258,0.912,0.262,-79.0,,-72.0,-87.0
12.605904,-0.244,0.92,0.24,-79.0,,-72.0,-87.0
12.655952,-0.242,0.914,0.244,-79.0,,-72.0,-87.0
12.706,-0.254,0.916,0.254,-79.0,,-72.0,-87.0
12.755856,-0.264,0.918,0.246,-78.0,,-75.0,-79.0
12.805904,-0.254,0.908,0.24,-78.0,,-75.0,-79.0
12.855952,-0.254,0.914,0.24,-78.0,,-75.0,-79.0
12.906,-0.244,0.91,0.24,-78.0,,-75.0,-79.0
12.955856,-0.25,0.904,0.258,-77.0,,-72.0,-79.0
13.005904,-0.254,0.91,0.244,-77.0,,-72.0,-79.0
13.055952,-0.25,0.9,0.248,-77.0,,-72.0,-79.0
13.106,-0.26,0.92,0.246,-77.0,,-72.0,-79.0
13.156856,-0.264,0.898,0.248,-77.0,,-72.0,-79.0
13.206904,-0.27,0.91,0.262,-77.0,,-72.0,-79.0
13.256952,-0.258,0.908,0.242,-77.0,,-72.0,-79.0
13.307,-0.264,0.91,0.258,-77.0,,-72.0,-79.0
13.356856,-0.25,0.91,0.242,-77.0,,-72.0,-79.0
13.406904,-0.258,0.92,0.24,-77.0,,-72.0,-79.0
13.456952,-0.272,0.902,0.248,-77.0,,-72.0,-79.0
13.507,-0.252,0.912,0.27,-77.0,,-72.0,-79.0
13.556856,-0.258,0.908,0.262,-77.0,,-72.0,-79.0
13.606904,-0.264,0.91,0.248,-77.0,,-72.0,-79.0
13.656952,-0.24,0.91,0.24,-77.0,,-72.0,-79.0
13.707,-0.25,0.91,0.248,-77.0,,-72.0,-79.0
13.756856,-0.25,0.902,0.248,-77.0,,-71.0,-79.0
13.806904,-0.254,0.91,0.262,-77.0,,-71.0,-79.0
13.856952,-0.258,0.912,0.274,-77.0,,-71.0,-79.0
13.907,-0.258,0.906,0.28,-77.0,,-71.0,-79.0
13.956856,-0.242,0.918,0.258,-76.0,,-71.0,-79.0
14.006904,-0.254,0.91,0.27,-76.0,,-71.0,-79.0
14.056952,-0.248,0.92,0.27,-76.0,,-71.0,-79.0
14.107,-0.25,0.912,0.272,-76.0,,-71.0,-79.0
14.156856,-0.242,0.91,0.254,-76.0,,-71.0,-79.0
14.206904,-0.25,0.898,0.262,-76.0,,-71.0,-79.0
14.256952,-0.242,0.902,0.264,-76.0,,-71.0,-79.0
14.307,-0.26,0.91,0.278,-76.0,,-71.0,-79.0
14.557856,-0.256,0.926,0.224,-76.0,,-71.0,-79.0
14.607904,-0.248,0.904,0.286,-76.0,,-71.0,-79.0
14.657952,-0.25,0.86,0.248,-76.0,,-71.0,-79.0
14.708,-0.25,0.912,0.27,-76.0,,-71.0,-79.0
14.757856,-0.26,0.92,0.28,-76.0,,-71.0,-79.0
14.807904,-0.264,0.918,0.28,-76.0,,-71.0,-79.0
14.857952,-0.244,0.908,0.286,-76.0,,-71.0,-79.0
14.908,-0.264,0.894,0.286,-76.0,,-71.0,-79.0
14.957856,-0.25,0.902,0.284,-76.0,,-71.0,-79.0
15.007904,-0.248,0.896,0.276,-76.0,,-71.0,-79.0
15.057952,-0.242,0.912,0.274,-76.0,,-71.0,-79.0
15.108,-0.242,0.91,0.28,-76.0,,-71.0,-79.0
15.157856,-0.248,0.912,0.278,-75.0,,-71.0,-79.0
15.207904,-0.254,0.902,0.268,-75.0,,-71.0,-79.0
15.257952,-0.25,0.902,0.294,-75.0,,-71.0,-79.0
15.308,-0.258,0.908,0.276,-75.0,,-71.0,-79.0
15.357856,-0.242,0.898,0.278,-76.0,,-71.0,-79.0
15.407904,-0.25,0.912,0.28,-76.0,,-71.0,-79.0
15.457952,-0.254,0.904,0.284,-76.0,,-71.0,-79.0
15.508,-0.24,0.908,0.28,-76.0,,-71.0,-79.0
15.558856,-0.256,0.896,0.268,-76.0,,-71.0,-80.0
15.608904,-0.238,0.91,0.28,-76.0,,-71.0,-80.0
15.658952,-0.244,0.892,0.284,-76.0,,-71.0,-80.0
15.709,-0.244,0.902,0.286,-76.0,,-71.0,-80.0
15.758856,-0.242,0.91,0.27,-77.0,,-72.0,-82.0
15.808904,-0.25,0.912,0.264,-77.0,,-72.0,-82.0
15.858952,-0.25,0.902,0.284,-77.0,,-72.0,-82.0
15.909,-0.244,0.902,0.28,-77.0,,-72.0,-82.0
15.958856,-0.242,0.896,0.264,-77.0,,-71.0,-80.0
16.008904,-0.248,0.912,0.27,-77.0,,-71.0,-80.0
16.058952,-0.256,0.92,0.278,-77.0,,-71.0,-80.0
16.109,-0.25,0.924,0.268,-77.0,,-71.0,-80.0
16.158856,-0.264,0.918,0.27,-76.0,,-71.0,-79.0
16.208904,-0.288,0.896,0.248,-76.0,,-71.0,-79.0
16.258952,-0.296,0.91,0.274,-76.0,,-71.0,-79.0
16.309,-0.298,0.896,0.254,-76.0,,-71.0,-79.0
16.358856,-0.292,0.87,0.248,-76.0,,-73.0,-82.0
16.408904,-0.298,0.864,0.252,-76.0,,-73.0,-82.0
16.458952,-0.32,0.84,0.24,-76.0,,-73.0,-82.0
16.509,-0.296,0.902,0.236,-76.0,,-73.0,-82.0
16.559856,-0.274,0.892,0.254,-74.0,,-73.0,-80.0
16.609904,-0.226,0.944,0.278,-74.0,,-73.0,-80.0
16.659952,-0.2,0.952,0.286,-74.0,,-73.0,-80.0
16.71,-0.174,0.934,0.316,-74.0,,-73.0,-80.0
16.759856,-0.176,0.924,0.32,-72.0,,-73.0,-82.0
16.809904,-0.176,0.924,0.328,-72.0,,-73.0,-82.0
16.859952,-0.168,0.892,0.342,-72.0,,-73.0,-82.0
16.91,-0.184,0.93,0.368,-72.0,,-73.0,-82.0
16.959856,-0.208,0.912,0.364,-72.0,,-73.0,-78.0
17.009904,-0.222,0.88,0.362,-72.0,,-73.0,-78.0
17.059952,-0.226,0.88,0.356,-72.0,,-73.0,-78.0
17.11,-0.28,0.886,0.354,-72.0,,-73.0,-78.0
17.159856,-0.284,0.858,0.344,-73.0,,-73.0,-76.0
17.209904,-0.314,0.87,0.364,-73.0,,-73.0,-76.0
17.259952,-0.336,0.876,0.35,-73.0,,-73.0,-76.0
17.31,-0.378,0.854,0.352,-73.0,,-73.0,-76.0
17.359856,-0.378,0.868,0.364,-74.0,,-75.0,-82.0
17.409904,-0.416,0.894,0.366,-74.0,,-75.0,-82.0
17.459952,-0.416,0.898,0.36,-74.0,,-75.0,-82.0
17.51,-0.388,0.86,0.332,-74.0,,-75.0,-82.0
17.560856,-0.36,0.952,0.332,-79.0,,-73.0,-79.0
17.610904,-0.408,0.966,0.368,-79.0,,-73.0,-79.0
17.660952,-0.398,0.826,0.428,-79.0,,-73.0,-79.0
17.711,-0.352,0.784,0.448,-79.0,,-73.0,-79.0
17.760856,-0.306,0.846,0.528,-74.0,,-73.0,-86.0
17.810904,-0.232,0.784,0.58,-74.0,,-73.0,-86.0
17.860952,-0.2,0.8,0.55,-74.0,,-73.0,-86.0
17.911,-0.04,0.752,0.476,-74.0,,-73.0,-86.0
17.960856,0.024,0.626,0.472,-73.0,,-72.0,-86.0
18.010904,0.082,0.638,0.508,-73.0,,-72.0,-86.0
18.060952,0.224,0.568,0.46,-73.0,,-72.0,-86.0
18.111,0.262,0.336,0.446,-73.0,,-72.0,-86.0
18.160856,0.184,0.62,0.328,-78.0,,-73.0,-90.0
18.210904,-0.008,0.972,0.36,-78.0,,-73.0,-90.0
18.260952,-0.242,1.158,0.408,-78.0,,-73.0,-90.0
18.311,-0.48,1.184,0.438,-78.0,,-73.0,-90.0
18.360856,-0.49,1.02,0.492,-76.0,,-75.0,-83.0
18.410904,-0.342,0.898,0.67,-76.0,,-75.0,-83.0
18.460952,-0.296,0.966,0.748,-76.0,,-75.0,-83.0
18.511,-0.218,1.02,0.504,-76.0,,-75.0,-83.0
18.561856,-0.186,0.994,0.518,-76.0,,-72.0,-82.0
18.611904,-0.096,0.88,0.464,-76.0,,-72.0,-82.0
18.661952,0.006,0.824,0.344,-76.0,,-72.0,-82.0
18.712,0.062,0.86,0.208,-76.0,,-72.0,-82.0
18.761856,0.088,0.792,0.182,-76.0,,-73.0,-83.0
18.811904,-0.032,0.782,0.214,-76.0,,-73.0,-83.0
18.861952,-0.176,0.83,0.28,-76.0,,-73.0,-83.0
18.912,-0.368,0.85,0.36,-76.0,,-73.0,-83.0
18.961856,-0.464,0.918,0.446,-76.0,,-74.0,-77.0
19.011904,-0.458,0.946,0.574,-76.0,,-74.0,-77.0
19.061952,-0.516,1.02,0.578,-76.0,,-74.0,-77.0
19.112,-0.506,1.094,0.696,-76.0,,-74.0,-77.0
19.161856,-0.372,0.892,0.464,-72.0,,-75.0,-86.0
19.211904,-0.304,0.742,0.38,-72.0,,-75.0,-86.0
19.261952,-0.232,0.688,0.288,-72.0,,-75.0,-86.0
19.312,-0.196,0.582,0.178,-72.0,,-75.0,-86.0
19.361856,-0.114,0.874,-0.114,-74.0,,-77.0,-94.0
19.411904,-0.208,0.982,-0.104,-74.0,,-77.0,-94.0
19.461952,-0.234,0.642,-0.186,-74.0,,-77.0,-94.0
19.512,-0.186,1.062,-0.126,-74.0,,-77.0,-94.0
19.561856,-0.186,1.15,0.224,-74.0,,-75.0,-83.0
19.611904,-0.496,0.662,0.326,-74.0,,-75.0,-83.0
19.661952,-0.524,0.748,0.328,-74.0,,-75.0,-83.0
19.712,-0.672,0.718,0.524,-74.0,,-75.0,-83.0
19.762856,-0.624,0.7,0.494,-77.0,,-79.0,-81.0
19.812904,-0.528,0.664,0.51,-77.0,,-79.0,-81.0
19.862952,-0.408,0.744,0.652,-77.0,,-79.0,-81.0
19.913,-0.544,0.798,0.72,-77.0,,-79.0,-81.0
19.962856,-0.418,0.688,0.654,-73.0,,-72.0,-86.0
20.012904,-0.368,0.642,0.472,-73.0,,-72.0,-86.0
20.062952,-0.344,0.924,0.416,-73.0,,-72.0,-86.0
20.113,-0.346,0.802,0.398,-73.0,,-72.0,-86.0
20.162856,-0.488,0.814,0.444,-73.0,,-73.0,-81.0
20.212904,-0.602,0.638,0.564,-73.0,,-73.0,-81.0
20.262952,-0.418,0.842,0.526,-73.0,,-73.0,-81.0
20.313,-0.208,0.83,0.464,-73.0,,-73.0,-81.0
20.362856,-0.164,0.92,0.4,-75.0,,-73.0,-78.0
20.412904,-0.266,0.926,0.412,-75.0,,-73.0,-78.0
20.462952,-0.33,0.87,0.404,-75.0,,-73.0,-78.0
20.513,-0.386,0.824,0.418,-75.0,,-73.0,-78.0
20.562856,-0.378,0.812,0.398,-75.0,,-73.0,-78.0
20.612904,-0.328,0.854,0.398,-75.0,,-73.0,-78.0
20.662952,-0.318,0.854,0.412,-75.0,,-73.0,-78.0
20.713,-0.33,0.83,0.412,-75.0,,-73.0,-78.0
20.763856,-0.338,0.84,0.406,-75.0,,-73.0,-78.0
20.813904,-0.338,0.848,0.408,-75.0,,-73.0,-78.0
